MolecularWeight,XLogP3-AA,HydrogenBondDonorCount,HydrogenBondAcceptorCount,Rotationalbondcount,TopologicalSurfaceArea,HeavyAtomCount,Complexity,LogS,DOSE1,Disintegrant,Dose2,Disintegrant1,Dose3,Super_Disintegrant,Dose4,Super_Disintegrant1,Dose5,Diluent,Dose6,Diluent1,Dose7,Binder,Dose8,Binder1,Dose9,Glidant,Dose10,Glidant1,Dose11,Lubricant,Dose12,Lubricant1,Dose13,Lubricant2,Dose14,pH_modifier,Dose15,pH_modifier1,Dose16,Solubilizer,Dose17,Sweeting_agent,Dose18,Sweeting_agent1,Dose19,Viscosity_increasing,Dose20,Preservative,Dose21,Weight,BulkDensity,TappedDensity,CarrsCompressibilityIndex,HausnerRatio,AngleofRepose,DISINTEGRATION_TIME
0.280318544,0.805555556,0,0.052631579,0.285714286,0.010970745,0.327586207,0.304054054,0.412371134,0.048477564,0,0,0,0,0,0,1,0.136986301,1,0.211885046,0.666666667,0.150981379,0,0,0,0,1,0.133333333,0,0,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0.071428571,0,0,0,0,0,0,0.195402299,0.352941176,0.000714286,0.316853933,0,0.510330579,0.158888889
0.199772469,0.259259259,0.375,0.315789474,0.047619048,0.438164894,0.137931034,0.366795367,0.75257732,0.048477564,0,0,0,0,0,0,0,0,1,0.280077935,0.666666667,0.100654253,0,0,1,0.037330845,1,0.133333333,0,0,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0.142857143,0,0,0,0,0,0,0.195402299,0,0,0,0,0,0.16
0.165073948,0.268518519,0.25,0.263157895,0.142857143,0.299202128,0.172413793,0.357142857,0.917525773,0.599358974,0,0,1,0.017730496,0,0,0,0,1,0.348270823,0.666666667,0.125817816,0,0,0,0,0,0,0,0,1,0.033333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0.035714286,0,0,0,0,0,0,0.540229885,0,0,0,0,0,0.133333333
0.485210466,0.398148148,1,0.473684211,0.380952381,0.797207447,0.482758621,0.147683398,0.845360825,0.008413462,0,0,1,0.028368794,0,0,0,0,1,0.024354603,0.666666667,0.180674383,0,0,0,0,1,0.066666667,0,0,1,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0.003846154,0,0,0,0,0.08045977,0,0,0,0,0,0.277777778
0.188054608,0.472222222,0.25,0.105263158,0.238095238,0.18018617,0.206896552,0.251930502,0.824742268,0.008413462,0,0,0,0,0,0,0,0,1,0.135168047,0.666666667,0.075490689,0.5,0.009492169,1,0.023331778,1,0.016666667,0,0,1,0.033333333,0.5,0.027777778,0,0,0,0,0,0,0,0,0.333333333,0.017857143,0,0,0,0,0,0,0.08045977,0.294117647,0.000714286,0.220224719,0.044,0.438016529,0.188888889
0.139021615,0.657407407,0.125,0.105263158,0.142857143,0.113364362,0.155172414,0.166023166,0.639175258,0.198717949,0.5,0.366212534,0,0,1,0.114444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.060714286,0,0,0,0,0,0,0.17137931,0,0,0.217977528,0.04,0.570247934,0.127777778
0.231285552,0.444444444,0.25,0.210526316,0.571428571,0.188829787,0.24137931,0.158301158,0.804123711,0.038461538,0,0,0,0,1,0.111111111,0,0,1,0.23867511,0.666666667,0.150981379,0,0,0,0,0,0,0,0,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0.857142857,0.192307692,0,0,0,0,0.195402299,0.235294118,0.00047619,0.260674157,0.044,0.605371901,0.255555556
0.197610922,0.546296296,0.375,0.105263158,0.285714286,0.127327128,0.189655172,0.138030888,0.711340206,0.078525641,0,0,0,0,0,0,1,0.136986301,1,0.168046761,0,0,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0.8,0.04,1,0.5,1,0.166666667,0,0,0.333333333,0.357142857,0,0,0,0,0,0,0.195402299,0.294117647,0.000714286,0.339325843,0.048,0.613636364,0.076111111
0.269283276,0.574074074,0,0.157894737,0.142857143,0.216422872,0.25862069,0.386100386,0.453608247,0.118589744,0,0,0,0,0,0,0,0,0,0,0.666666667,0.188726724,0,0,1,0.013999067,1,0.2,0.5,0.504115226,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.115384615,0,0,0,0,0.310344828,0.294117647,0.000595238,0.128089888,0.044,0.547520661,0.186111111
0.229010239,0.407407407,0.25,0.157894737,0.142857143,0.278257979,0.224137931,0.36969112,0.618556701,0.158653846,0,0,0,0,1,0.111111111,0,0,1,0.091329761,0.666666667,0.301459487,0,0,0,0,1,0.02,0,0,1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1,0.028846154,0,0,0,0,0.252873563,0.352941176,0.000833333,0.4,0.048,0.553719008,0.088888889
0.202161547,0.490740741,0.25,0.105263158,0.19047619,0.098071809,0.189655172,0.162162162,0.773195876,0.098557692,0,0,0,0,0,0,1,0.067123288,1,0.198002923,0,0,0.25,0.007119127,0,0,0,0,0,0,1,0.2,1,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137931034,0.411764706,0.001071429,0.606741573,0,0,0.466666667
0.066097838,0.268518519,0.125,0.105263158,0,0.21974734,0.068965517,0.147683398,0.958762887,0.198717949,0,0,0,0,0,0,0,0,1,0.024354603,0.666666667,0.689481631,0,0,0,0,1,0.266666667,0,0,1,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425287356,0.117647059,0.000238095,0.276404494,0.044,0.669421488,0.233333333
0.133333333,0.296296296,0.5,0.157894737,0.238095238,0.231050532,0.137931034,0.109073359,0.845360825,0.006410256,0,0,1,0.022340426,1,0.208888889,0,0,1,0.255723332,0.666666667,0.125817816,0,0,0,0,1,0.133333333,0,0,1,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0.153846154,0,0,0,0,0.195402299,0.411764706,0.000833333,0.157303371,0.044,0.200413223,0.142777778
0.218202503,0.518518519,0.25,0.105263158,0.238095238,0.098071809,0.206896552,0.159266409,0.742268041,0.073517628,0,0,1,0.042553191,0,0,0,0,1,0.086458841,0.666666667,0.251635632,0,0,0,0,1,0.066666667,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.192307692,0,0,0,0,0.197701149,0.411764706,0.000952381,0.301123596,0.048,0.539256198,0.161111111
0.619567691,0.407407407,0.625,0.736842105,0.571428571,0.820478723,0.637931034,0.922779923,0.577319588,0.048477564,0,0,0,0,0,0,0,0,0,0,0.666666667,0.008807247,0,0,0,0,1,0.01,0.5,0.072016461,1,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022988506,0,0,0,0,0,0.527777778
0.280318544,0.805555556,0,0.052631579,0.285714286,0.010970745,0.327586207,0.304054054,0.412371134,0.048477564,0,0,1,0.028368794,0,0,0,0,0,0,0,0,0,0,0,0,1,0.133333333,0.5,0.5521262,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195402299,0,0,0,0,0,0.222222222
0.269283276,0.574074074,0,0.157894737,0.142857143,0.216422872,0.25862069,0.386100386,0.453608247,0.118589744,0,0,0,0,0,0,1,0.04109589,0,0,0.666666667,0.156014092,0,0,0,0,1,0.1,0.5,0.212620027,1,0.066666667,0.5,0.222222222,0,0,0,0,0,0,0,0,0.333333333,0.035714286,0,0,0,0,0,0,0.195402299,0,0,0,0,0,0.177777778
0.347440273,0.138888889,0.375,0.526315789,0.333333333,0.6875,0.327586207,0.608108108,0.793814433,0.261217949,0,0,0,0,1,0.2,0,0,0,0,0,0,0,0,1,0.097993467,0,0,0.5,0.485596708,1,0.116666667,0.5,0.194444444,0.8,0.053,0,0,0,0,0,0,0.333333333,0.5,0,0,0,0,0,0,0.367816092,0.176470588,0.000595238,0.779775281,0.06,0.787190083,0.138888889
0.200568828,0.592592593,0.125,0.157894737,0.095238095,0.254321809,0.206896552,0.297297297,0.628865979,0.158653846,0,0,0,0,0,0,1,0.017123288,1,0.088894301,0,0,0,0,0,0,1,0.066666667,0.5,0.006858711,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109195402,0,0,0,0,0,0.233333333
0.152445961,0.398148148,0.25,0.210526316,0.047619048,0.290890957,0.120689655,0.123552124,0.525773196,0.008413462,0.75,0.015258856,1,0.019858156,0,0,0,0,0,0,0.666666667,0.06165073,0,0,0,0,0,0,0.5,0.340534979,0,0,0.5,0.077777778,0.9,0.014,0,0,0,0,0,0,0.333333333,0.05,0,0,0,0,0,0,0.128045977,0,0,0,0,0,0.100555556
0.445278726,0.768518519,0.25,0.105263158,0.333333333,0.134973404,0.448275862,0.491312741,0.371134021,0.002403846,0,0,1,0.008865248,0,0,0,0,1,0.309303458,0.666666667,0.062908908,0,0,1,0.009332711,1,0.133333333,0,0,1,0.1,0.5,0.277777778,0,0,0,0,0,0,0,0,0.333333333,0.071428571,0.571428571,0.086538462,0,0,0,0,0.170114943,0.235294118,0.000595238,0.004494382,0,0.696280992,0.166666667
0.133333333,0.296296296,0.5,0.157894737,0.238095238,0.231050532,0.137931034,0.109073359,0.845360825,0.006410256,1,0.013623978,1,0.079787234,0,0,0,0,1,0.255723332,0.666666667,0.125817816,0,0,0,0,1,0.133333333,0,0,1,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0.153846154,0,0,0,0,0.195402299,0.411764706,0.000833333,0.182022472,0.044,0.345041322,0.125555556
0.280318544,0.805555556,0,0.052631579,0.285714286,0.010970745,0.327586207,0.304054054,0.412371134,0.048477564,0,0,0,0,0,0,0,0,1,0.211885046,0.666666667,0.150981379,0.25,0.09492169,0,0,1,0.133333333,0,0,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0.071428571,0,0,0,0,0,0,0.195402299,0.352941176,0.000833333,0.431460674,0,0.650826446,0.140555556
0.164050057,0.287037037,0.375,0.157894737,0.380952381,0.270611702,0.172413793,0.143822394,0.886597938,0.048477564,0,0,0,0,1,0.033333333,1,0.020547945,1,0.197272284,0.666666667,0.075490689,0,0,0,0,0,0,0,0,1,0.066666667,0.5,0.083333333,0,0,0,0,0,0,0,0,0.333333333,0.107142857,0,0,0,0,0,0,0.137931034,0.235294118,0.000595238,0.258426966,0.044,0.518595041,0.111111111
