num,API,Molecular Weight( g/mol),XLogP3-AA,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotational bond count,Topological surface area( A^2),Heavy atom count,Complexity,LogS,DOSE,Disintegrant,Dose (mg),Disintegrant,Dose (mg),Super_Disintegrant,Dose (mg),Super_Disintegrant,Dose (mg),Diluent,Dose (mg),Diluent,Dose (mg),Binder,Dose (mg),Binder,Dose (mg),Glidant,Dose (mg),Glidant,Dose (mg),Lubricant,Dose (mg),Lubricant,Dose (mg),Lubricant,Dose (mg),pH_modifier,Dose (mg),pH_modifier,Dose (mg),Solubilizer,Dose (mg),Sweeting_agent,Dose (mg),Sweeting_agent,Dose (mg),Viscosity_increasing,Dose (mg),Preservative,Dose (mg),Weight(mg),"Bulk Density
(g/cc , gm/ml , gm/cm³) (Mean)","Tapped Density
(g/cc , gm/ml , gm/cm³) (Mean)","Carr’s Compressibility Index
(%) (Mean)",Hausner Ratio (Mean),Angle of Repose (°) (Mean),HARDNESS,"HARDNESS      (kg/cm2 , kp , kgF)   (SD)",FRIABILITY(%) (mean),FRIABILITY(%) (SD),THICKNESS (mm) (mean),THICKNESS (mm) (SD),Wetting time (s) (mean),Wetting time (s) (SD),Drug content (%) (mean),Drug content (%) (SD),Water absorption ratio (%) (Mean),Water absorption ratio (%) (SD),Mixing Time(min) (Mean),Mixing Time(min) (SD),DIAMETER(mm) (Mean),DIAMETER(mm) (SD),Tablet porosity (%) (Mean),Tablet porosity (%) (SD),Assay (%) (Mean),Assay (%) (SD),Moisture content (%) (Mean),Moisture content (%) (SD),Dispersion Time (s) (Mean),Dispersion Time (s) (SD),Cumulative Drug Release(%) (Mean),Cumulative Drug Release(%) (SD),DISINTEGRATION_TIME
937,83,319.3,-1,2,7,3,72.9,23,519,-3.7,200,0,0,0,0,2,15.5,0,0,0,0,2,11.1,0,0,7,22.4,0,0,0,0,1,3.2,2,1.3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,258.5,0.5,0.6,17,1.2,35.1,4.9,0,0.4,0,4.3,0.2,20,0,98.3,1.1,74,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
222,87,293.4,2.3,0,2,2,39.8,22,440,-4,8,0,0,0,0,0,0,4,8,0,0,2,368,0,0,0,0,1,4,0,0,1,4,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,400,0.5,0.6,29.4,1.4,33,3.3,0.1,0.6,0,0,0,20,1.2,98.4,0.6,51.9,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
229,87,293.4,2.3,0,2,2,39.8,22,440,-4,8,0,0,8,16,0,0,4,8,0,0,2,360,0,0,0,0,1,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0.4,0.5,28.6,1.4,32.2,3.1,0.1,0.6,0,0,0,20,0.2,98,1,54.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
961,88,329.8,2.5,1,2,2,39.8,23,440,-4,4.5,0,0,7,60,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,2,1.5,8,2,0,0,0,0,0,0,1,5,4,5,0,0,0,0,100,0.6,0.6,13.7,1.1,25.7,2.5,0.2,0.5,0.3,2.6,0,20,0.4,98.6,1,87.8,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
1334,99,350.9,3,3,7,9,112,22,347,-3.2,168,0,0,8,12,0,0,0,0,1,15,2,101.1,0,0,0,0,0,0,0,0,1,3,2,0.3,0,0,0,0,0,0,0,0,0,0,4,0.6,0,0,0,0,300,0.5,0.6,14.9,0,27.6,4.8,0.2,0.2,0.1,2.7,0,20,1.4,99.1,0.1,72.8,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4
185,100,391.5,1.4,2,5,6,87,29,412,-2.7,10,0,0,8,8,0,0,4,2,1,10,2,63.5,0,0,0,0,0,0,0,0,1,0.5,2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,100,0,0,0,0,0,3.4,0,0.4,0,3.1,0,20,0,0,0,73.1,0,0,0,0,0,0,0,98.5,0,0,0,0,0,0,0,23
192,100,391.5,1.4,2,5,6,87,29,412,-2.7,10,0,0,8,2,2,1,0,0,1,10,2,70.5,0,0,0,0,0,0,0,0,1,0.5,2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,100,0,0,0,0,0,3.4,0,0.4,0,3.2,0,20,0,0,0,82.4,0,0,0,0,0,0,0,99.8,0,0,0,0,0,0,0,22
303,107,514.6,6.9,1,4,7,72.9,39,831,-9.2,20,0,0,8,5,0,0,4,8,0,0,2,85,2,6,5,11,1,2,0,0,1,3,0,0,8,2,0,0,0,0,0,0,0,0,7,5,0,0,0,0,150,0.5,0.7,19.4,1.2,29.5,3.2,0.3,0.8,0,3.4,0.1,20,1.9,0,0,65,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
903,109,548.6,1.4,8,10,8,243,37,267,-1.9,5,0,0,8,2,0,0,0,0,1,10,2,77.8,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0.2,0,0,0,0,100,0,0,0,0,0,3.5,0,0.7,0,0,0,20,0,98.6,0,71.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180
908,109,548.6,1.4,8,10,8,243,37,267,-1.9,5,0,0,0,0,2,4,0,0,1,10,2,75.8,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0.2,0,0,0,0,100,0,0,0,0,0,3.5,0,0.6,0,0,0,20,0,100,0,71.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
921,109,548.6,1.4,8,10,8,243,37,267,-1.9,5,0,0,0,0,0,0,4,10,1,10,2,69.8,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0.2,0,0,0,0,100,0,0,0,0,0,3.2,0,0.6,0,0,0,20,0,95.7,0,76.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
1799,111,263.4,2.6,1,3,4,32.7,19,282,-2.6,50,0,0,0,0,1,5,0,0,0,0,2,35,0,0,0,0,1,5,2,45,1,4,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,150,0.6,0.7,18.6,1.2,33.8,3.2,0,0,0,0,0,20,0,98.4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,14
1748,116,267.2,0,2,6,3,93.2,19,484,-1.2,300,0,0,8,3,0,0,0,0,1,145,2,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,500,0,0,0,0,0,3.2,0.6,0.5,0,3.3,0,20,2,100,0.7,97.3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,100.3,0.1,24
1750,116,267.2,0,2,6,3,93.2,19,484,-1.2,300,0,0,8,1.5,2,1.5,0,0,1,145,2,50,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,500,0,0,0,0,0,3.2,0.7,0.5,0,3.2,0,20,2,99.1,0.6,100.1,0.4,0,0,0,0,0,0,0,0,0,0,0,0,96.9,0.1,21
1639,41,358.8,3.3,0,4,3,68.3,24,514,-5.7,60,0,0,0,0,0,0,0,0,0,0,2,75,0,0,7,6,1,6,2,144,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,300,0.5,0.5,5.6,1.1,25.8,4,0,0.6,0,4.9,0.1,20.2,0,99.1,0.7,75.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6
1326,99,350.9,3,3,7,9,112,22,347,-3.2,84,0,0,0,0,0,0,0,0,1,7.5,2,50.6,0,0,7,6,0,0,0,0,1,1.5,2,0.2,0,0,0,0,0,0,0,0,0,0,4,0.3,0,0,0,0,150,0.6,0.7,15.7,0,26.4,4.5,0.3,0.2,0,2.1,0,20.2,1.7,99.4,0.2,66.3,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1
518,97,295.8,3,3,3,6,41.5,20,257,-3.2,40,0,0,0,0,2,20,0,0,1,69,0,0,0,0,0,0,1,6,0,0,1,6,0,0,8,4,1,10,2,30,0,0,1,10,0,0,0,0,0,0,200,0.5,0.7,19.5,1.2,27.3,2.9,0.2,0.3,0,3.4,0.5,20.3,0.9,0,0,22.6,2.9,0,0,0,0,0,0,96,0.1,0,0,0,0,0,0,27
1063,35,318.1,3.5,1,3,4,52.2,20,310,-4.2,50,0,0,0,0,0,0,4,5,0,0,2,12,0,0,0,0,1,4,2,121,1,3,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0.4,0.6,13.5,1.3,26.7,2.8,0.2,0.4,0.3,0,0,20.4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,35.8,0,0,0,25.3
1335,99,350.9,3,3,7,9,112,22,347,-3.2,168,0,0,8,24,0,0,0,0,1,15,2,89.1,0,0,0,0,0,0,0,0,1,3,2,0.3,0,0,0,0,0,0,0,0,0,0,4,0.6,0,0,0,0,300,0.6,0.7,15.1,0,28,4.5,0.2,0.3,0,2.7,0,20.5,1.4,99.1,0.1,69.6,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3
1832,11,749,4,5,14,7,180,52,1150,-4.1,100,0,0,0,0,2,15,0,0,1,27.5,2,74.5,0,0,0,0,1,5,4,17.5,1,5,2,5,0,0,0,0,0,0,0,0,0,0,7,0.5,0,0,0,0,250,0,0,0,0,0,2.5,0,0.5,0.1,0,0,20.6,0,90,0,43.2,0.2,0,0,0,0,0,0,0,0,0,0,14.2,0.1,0,0,8.3
1037,27,321.8,3.8,0,4,4,57.8,21,381,-3.6,75,0,0,0,0,2,25,4,25,0,0,2,71,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,3.4,0.2,0.6,0.2,4.8,0.1,20.6,1.4,99.9,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1324,99,350.9,3,3,7,9,112,22,347,-3.2,84,0,0,0,0,0,0,0,0,1,7.5,2,50.6,1,6,0,0,0,0,0,0,1,1.5,2,0.2,0,0,0,0,0,0,0,0,0,0,4,0.3,0,0,0,0,150,0.5,0.6,12.9,0,26.5,4.3,0.3,0.2,0,2.1,0,20.6,2.1,98.2,0.2,68.3,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7
1328,99,350.9,3,3,7,9,112,22,347,-3.2,84,0,0,8,6,0,0,0,0,1,7.5,2,50.6,0,0,0,0,0,0,0,0,1,1.5,2,0.2,0,0,0,0,0,0,0,0,0,0,4,0.3,0,0,0,0,150,0.5,0.6,13.8,0,31,4.6,0.3,0.3,0,2.1,0,20.6,1.8,99,0.1,68.9,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5
1038,27,321.8,3.8,0,4,4,57.8,21,381,-3.6,75,0,0,0,0,2,20,4,25,0,0,2,76,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,3.3,0.1,0.7,0.3,4.8,0.2,20.7,1.5,99.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
354,91,461.5,6.3,1,4,7,35.6,34,632,-7.2,1,3,15,0,0,0,0,0,0,1,160,2,17,0,0,0,0,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0.5,0.6,20.3,1.3,25.6,3.1,0.1,0.7,0.1,2.9,0.1,20.9,0.6,97.6,1.2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10.8
130,1,354.2,4.3,2,5,7,75.6,23,411,-4.8,100,0,0,0,0,0,0,0,0,1,30,2,126,2,24,0,0,1,4,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,300,0.5,0.6,15.2,1.2,22.3,2,0,0.9,0,0,0,21,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
1206,9,567.1,1.8,3,10,11,163,38,830,-3.7,10,0,0,0,0,0,0,4,4,1,50,2,24,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,100,0,0,0,0,0,2.6,0.1,0.5,0.1,0,0,21,1.1,0,0,33.3,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
1482,9,567.1,1.8,3,10,11,163,38,830,-3.7,10,0,0,0,0,0,0,4,6,1,43,2,86,0,0,0,0,0,0,0,0,0,0,2,2,7,2,0,0,0,0,0,0,0,0,7,1,0,0,0,0,150,0.6,0.7,17.4,1.2,28.5,4.9,0.1,0,0.1,2.8,0.3,21,0.3,99.9,1,85.7,0.3,0,0,6.5,0.2,0,0,0,0,0,0,0,0,0,0,15
1812,18,427.5,-1.4,3,11,7,210,28,744,-2.4,131.2,0,0,0,0,2,18,4,18,0,0,0,0,1,9,0,0,0,0,2,121.8,1,3.5,2,3.5,0,0,0,0,0,0,1,9,1,20,0,0,0,0,0,0,350,0.5,0.6,25.1,1.3,30.5,5.2,0,0.3,0,4.3,0,21,0,98.2,0,101.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
1653,20,461.8,2.9,3,5,8,53,29,443,-3.8,10,0,0,8,10,0,0,0,0,1,164,0,0,0,0,0,0,1,2,0,0,1,2,2,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,200,0,0,0,0,0,3,0.2,0.9,0,3.2,0.3,21,0,100,0.2,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
1553,23,402.5,3.6,2,6,6,113,29,586,-5.3,1.4,0,0,0,0,2,4.5,0,0,1,39.5,2,26.3,0,0,0,0,0,0,0,0,1,1.1,2,0.4,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,0,0,75,0.5,0.5,15.5,1.2,31.8,2.9,4.6,0.2,0,2.8,0.3,21,0.3,99.4,1.7,0,0,0,0,0,0,0,0,100.3,0.3,0,0,0,0,0,0,30
1765,26,315.7,2.4,1,4,1,87.3,22,491,-4.4,2,0,0,0,0,0,0,4,40,1,29,0,0,0,0,7,40,1,2,2,35,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0.4,0.5,19.2,1.2,30.1,3.6,0,0.9,0,0,0,21,0,99.1,0,0,0,0,0,8,0,0,0,0,0,0,0,28,0,0,0,24
803,35,318.1,3.5,1,3,4,52.2,20,310,-4.2,50,0,0,0,0,2,12,0,0,1,50,2,82,0,0,0,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,5.9,0.3,0.6,0,4.3,0.1,21,0,99.3,0,89.9,0.8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,28
27,41,358.8,3.3,0,4,3,68.3,24,514,-5.7,60,0,0,0,0,0,0,4,24,0,0,2,53,0,0,0,0,1,3,2,53,1,2,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,200,0,0,0,0,0,3,0.3,0.5,0,3.2,0.1,21,1.2,100.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
876,49,323.4,1.5,2,4,3,86.9,22,497,-4.1,80,0,0,8,15,0,0,0,0,1,37.5,2,114.8,0,0,0,0,1,0.6,0,0,1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,7,1.5,0,0,0,0,250,0.6,0.7,17.9,1.2,26.6,3.5,0.1,0.4,0,2.8,0.6,21,1.2,94.2,0.4,58.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,94.1,0,21
1877,49,323.4,1.5,2,4,3,86.9,22,497,-4.1,80,0,0,8,3.8,0,0,4,3.8,0,0,2,56.5,0,0,0,0,0,0,0,0,1,1.5,2,1.5,0,0,1,1.5,0,0,0,0,0,0,7,1.5,0,0,0,0,150,0,0,0,0,0,6.1,0,0.6,0,0,0,21,0,0,0,71.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
552,79,371.9,1.6,3,4,5,73.6,24,483,-3.6,2,0,0,0,0,0,0,4,4,1,50,2,37.5,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,100,0,0,0,0,0,3.5,0,0.4,0,0,0,21,0,92,0,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
939,83,319.3,-1,2,7,3,72.9,23,519,-3.7,200,0,0,6,20.6,0,0,0,0,0,0,2,11.1,0,0,7,17.3,0,0,0,0,1,3.2,2,1.3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,258.5,0.4,0.4,22,1.3,39.6,4.9,0,0.4,0,4.6,0.2,21,0,99,0.1,74,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
538,88,329.8,2.5,1,2,2,39.8,23,440,-4,4,0,0,0,0,2,9,0,0,1,20,2,98,2,15,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,150,0.6,0.7,12.1,1.1,24.5,3.2,0.3,0.7,0.2,3.5,0,21,0,0,0,91.3,0,0,0,3,0,0,0,98.1,0,0,0,0,0,0,0,27
1543,90,426.5,1.7,1,7,1,38.1,17,245,-3.9,3,4,3,0,0,0,0,0,0,1,81.5,2,2.5,0,0,0,0,0,0,0,0,1,2,2,2,8,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,100,0.6,0.7,11.1,1.1,31,3.5,0.5,0.4,0,2.6,0.1,21,3,100,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1325,99,350.9,3,3,7,9,112,22,347,-3.2,84,0,0,0,0,0,0,0,0,1,7.5,2,44.6,1,12,0,0,0,0,0,0,1,1.5,2,0.2,0,0,0,0,0,0,0,0,0,0,4,0.3,0,0,0,0,150,0.6,0.7,12.6,0,27.9,4.5,0.2,0.3,0,2.1,0,21,1.9,99.5,0.2,65.7,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3
698,101,296.8,2.3,2,2,7,32.3,20,287,-2.7,4,0,0,0,0,2,3,4,3,1,84,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,100,0.2,0.3,11.1,1.1,29.8,3.2,0.2,0.5,0,0,0,21,1.7,97.3,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.4,0.9,40
739,105,666.7,1.5,5,15,12,250,46,1070,-4.5,25,0,0,0,0,0,0,0,0,0,0,0,0,2,4.5,0,0,1,0.3,2,20,1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,3,0.4,0.5,0.4,1.9,0,21,1.3,99.7,1.2,104,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
913,109,548.6,1.4,8,10,8,243,37,267,-1.9,5,0,0,0,0,0,0,4,6,1,10,2,73.8,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0.2,0,0,0,0,100,0,0,0,0,0,3,0,0.6,0,0,0,21,0,97.7,0,76.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
330,112,299.8,2.4,2,3,4,32.7,20,282,-2.6,50,0,0,0,0,0,0,4,9,1,74.8,0,0,0,0,0,0,0,0,0,0,1,1,2,1,5,12.5,0,0,0,0,0,0,3,1.5,0,0,0,0,0,0,150,0.5,0.6,1.2,1.2,31,3.4,0,0.3,0,0,0,21,0,99,0,92.6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,24
1019,114,313.9,2.7,2,3,5,32.7,21,279,-2.9,50,0,0,0,0,2,10,0,0,1,63,2,34,0,0,7,4,1,2,0,0,1,2,2,5,0,0,0,0,0,0,0,0,1,20,7,5,0,0,0,0,200,0.4,0.5,0.2,1.4,32.2,3.4,0.1,0.7,0.2,4.7,0.1,21,0.2,0,0,78.9,0.1,0,0,0,0,0,0,99.2,0.5,0,0,0,0,0,0,24
1423,115,298.4,3.5,1,4,2,79.7,21,422,-4,80,0,0,8,5,0,0,0,0,1,34,0,0,0,0,0,0,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,2.5,0.3,0.4,0.6,1.8,0.3,21,0.2,100,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
1067,69,461,4.9,1,6,8,77.7,31,526,-6.7,25,0,0,0,0,0,0,4,12,1,149,2,52,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,250,0.5,0.6,17.6,1.2,19.7,3.3,0.3,0.3,0.1,1.4,0.1,21.1,0.2,98.8,0,38.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,98.8,0.4,17
355,91,461.5,6.3,1,4,7,35.6,34,632,-7.2,1,3,15,0,0,0,0,0,0,1,154,2,23,0,0,0,0,1,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0.5,0.6,17.9,1.2,23.8,3.2,0.1,0.7,0.1,2.9,0,21.2,0.4,97.2,1.5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,10.9
1330,99,350.9,3,3,7,9,112,22,347,-3.2,168,0,0,0,0,0,0,0,0,1,15,2,101.1,1,12,0,0,0,0,0,0,1,3,2,0.3,0,0,0,0,0,0,0,0,0,0,4,0.6,0,0,0,0,300,0.6,0.7,16.3,0,29.5,4.8,0.1,0.3,0,2.7,0,21.2,1.6,99,0.2,68.1,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8
116,40,333.3,2,8,10,6,188,23,288,-3,72.8,0,0,0,0,0,0,0,0,1,22.5,2,46.6,1,5.2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,1.2,0,0.8,0,0,0,21.3,2,99.6,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5
1634,41,358.8,3.3,0,4,3,68.3,24,514,-5.7,60,0,0,6,6,0,0,0,0,0,0,2,75,0,0,0,0,1,6,2,144,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,300,0.5,0.6,5.5,1.1,26.5,4,0,0.6,0,5,0.1,21.6,0,99.4,0.5,71.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2
1343,22,338.8,0.9,3,5,2,118,22,564,-3.8,25,0,0,0,0,0,0,4,3,1,12.5,2,106.5,0,0,0,0,1,1.5,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,13.8,1.2,28.1,3.3,0.1,0.4,0,3.5,0.1,21.7,0.6,99,2.3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,27.6
58,1,354.2,4.3,2,5,7,75.6,23,411,-4.8,250,0,0,0,0,0,0,4,20,1,25,2,94,0,0,0,0,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,405,0,0,0,0,0,3.4,0,0.8,0,6.1,0.1,22,2,99.8,0,11.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
855,10,266.3,0.2,3,4,8,84.6,19,263,-1.5,25,0,0,0,0,2,3,4,3,1,81,2,30,0,0,0,0,0,0,0,0,1,2,2,1.5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,150,0.4,0.5,11.5,1.1,25.1,3.3,0.1,0.3,0,3.4,0,22,2,99.2,0,99.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
1702,13,325.4,1.9,2,5,12,60,23,278,-2.3,20,0,0,0,0,0,0,4,10,1,98,2,60,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0,200,0.4,0.5,12.8,1.1,28.7,3.6,0.2,0.4,0.1,3.3,0,22,0.3,102.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
1809,18,427.5,-1.4,3,11,7,210,28,744,-2.4,131.2,0,0,0,0,0,0,4,18,0,0,0,0,1,18,0,0,0,0,2,136.8,1,3.5,2,3.5,8,7,0,0,0,0,0,0,1,20,0,0,0,0,0,0,350,0.5,0.6,23.3,1.3,35.7,5.1,0,0.2,0,4.3,0,22,0,99.1,0,107.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
1659,20,461.8,2.9,3,5,8,53,29,443,-3.8,10,0,0,0,0,2,20,0,0,1,154,0,0,0,0,0,0,1,2,0,0,1,2,2,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,200,0,0,0,0,0,3.2,0.5,1.3,0,3.3,0.3,22,0,99.4,0.5,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
1661,20,461.8,2.9,3,5,8,53,29,443,-3.8,10,0,0,0,0,0,0,4,10,1,164,0,0,0,0,0,0,1,2,0,0,1,2,2,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,200,0,0,0,0,0,3.1,0.1,0.9,0,3.2,0.3,22,0,99.9,0.6,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
71,25,300.7,2.1,0,2,1,40.6,21,423,-3.9,5,0,0,0,0,0,0,4,12,1,134,2,40,0,0,0,0,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,200,0,0,0,0,0,2.7,0,0.4,0,3.5,0,22,1,101.6,0.2,82.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
1764,26,315.7,2.4,1,4,1,87.3,22,491,-4.4,2,0,0,0,0,0,0,4,40,1,29,0,0,0,0,7,40,1,2,2,35,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0.6,0.6,11.3,1.2,21.3,4,0,0.6,0,0,0,22,0,100,0,0,0,0,0,8,0,0,0,0,0,0,0,29,0,0,0,25
1766,26,315.7,2.4,1,4,1,87.3,22,491,-4.4,2,0,0,0,0,0,0,4,40,1,29,0,0,0,0,7,40,1,2,2,35,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0.5,0.6,19.3,1.2,26.2,4,0,0.5,0,0,0,22,0,96.3,0,0,0,0,0,8,0,0,0,0,0,0,0,28,0,0,0,26
406,37,451,2.9,1,6,7,84.4,30,565,-4.4,60,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,1,3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5,0.6,12,1.1,18.2,3.7,0.3,0.1,0,4,0,22,0.3,98.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
410,37,451,2.9,1,6,7,84.4,30,565,-4.4,60,0,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5,0.6,19.6,1.1,20.4,3.8,0.2,0.2,0,4,0,22,0.3,99.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
23,41,358.8,3.3,0,4,3,68.3,24,514,-5.7,60,0,0,0,0,0,0,4,18,0,0,2,56,0,0,0,0,1,3,2,56,1,2,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,200,0,0,0,0,0,3.5,0.4,0.6,0,3.3,0.6,22,1.2,99.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
