MolecularWeight,XLogP3-AA,HydrogenBondDonorCount,HydrogenBondAcceptorCount,Rotationalbondcount,TopologicalSurfaceArea,HeavyAtomCount,Complexity,LogS,DOSE1,Disintegrant,Dose2,Disintegrant1,Dose3,Super_Disintegrant,Dose4,Super_Disintegrant1,Dose5,Diluent,Dose6,Diluent1,Dose7,Binder,Dose8,Binder1,Dose9,Glidant,Dose10,Glidant1,Dose11,Lubricant,Dose12,Lubricant1,Dose13,Lubricant2,Dose14,pH_modifier,Dose15,pH_modifier1,Dose16,Solubilizer,Dose17,Sweeting_agent,Dose18,Sweeting_agent1,Dose19,Viscosity_increasing,Dose20,Preservative,Dose21,Weight,BulkDensity,TappedDensity,CarrsCompressibilityIndex,HausnerRatio,AngleofRepose,DISINTEGRATION_TIME
0.280318544,0.805555556,0,0.052631579,0.285714286,0.010970745,0.327586207,0.304054054,0.412371134,0.048477564,0,0,1,0.028368794,0,0,0,0,0,0,0,0,0.25,0.355956336,0,0,1,0.133333333,0.5,0.294924554,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195402299,0,0,0,0,0,0.172222222
0.269283276,0.574074074,0,0.157894737,0.142857143,0.216422872,0.25862069,0.386100386,0.453608247,0.118589744,0,0,0,0,0,0,1,0.164383562,0,0,0.666666667,0.133366885,0,0,0,0,1,0.1,0.5,0.18175583,1,0.066666667,0.5,0.222222222,0,0,0,0,0,0,0,0,0.333333333,0.035714286,0,0,0,0,0,0,0.195402299,0,0,0,0,0,0.077777778
0.473265074,0.787037037,0.5,0.210526316,0.476190476,0.258643617,0.5,0.544401544,0.360824742,0.05849359,0,0,0,0,1,0.066666667,0,0,1,0.165611301,0.666666667,0.088072471,0,0,0,0,0,0,0,0,1,0.066666667,0.5,0.111111111,0,0,0,0,0,0,0,0,0.333333333,0.25,0,0,0,0,0,0,0.137931034,0.411764706,0.001071429,0.429213483,0.048,0.743801653,0.161111111
0.284186576,0.416666667,0.375,0.157894737,0.238095238,0.234042553,0.25862069,0.356177606,0.670103093,0.002403846,0,0,0,0,0,0,0,0,1,0.121773015,0.666666667,0.099396074,0,0,0,0,0,0,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0.333333333,0.178571429,0,0,0,0,0,0,0.07816092,0,0,0,0,0,1
0.555858931,0.916666667,0.125,0.473684211,0.619047619,0.464760638,0.620689655,0.818532819,0,0.014423077,0,0,0,0,0,0,1,0.04109589,1,0.060886508,0.666666667,0.392551585,0,0,0,0,0,0,0,0,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0.071428571,0,0,0,0,0,0,0.195402299,0.176470588,0.00047619,0.262921348,0.044,0.584710744,0.215
0.306484642,0.398148148,0.25,0.210526316,0.285714286,0.278590426,0.344827586,0.287644788,0.762886598,0.018429487,0,0,0,0,1,0.033333333,1,0.02739726,1,0.024354603,0.666666667,0.167337695,0,0,0,0,0,0,0,0,1,0.016666667,0.5,0.055555556,0,0,0,0,0,0,0,0,0.333333333,0.107142857,0,0,0,0,0,0,0.08045977,0,0,0,0,0,0.072222222
0.347440273,0.138888889,0.375,0.526315789,0.333333333,0.6875,0.327586207,0.608108108,0.793814433,0.261217949,0,0,0,0,1,0.2,1,0.123287671,0,0,0,0,0.25,0.04271476,0,0,0,0,0.5,0.417695473,1,0.116666667,0.5,0.194444444,0,0,0,0,0,0,1,0.05,0.333333333,0.714285714,0,0,0,0,0,0,0.367816092,0.294117647,0.000714286,0.564044944,0.052,0.630165289,0.194444444
0.320591581,0.398148148,0.375,0.263157895,0.380952381,0.292885638,0.310344828,0.32046332,0.783505155,0.018429487,0,0,1,0.141843972,1,0.555555556,0,0,1,0.316609839,0,0,0,0,0,0,1,0.166666667,0.5,0.205761317,1,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310344828,0,0,0,0,0,0.172222222
0.211831627,0.509259259,0.125,0.263157895,0.19047619,0.355053191,0.206896552,0.324324324,0.587628866,0.098557692,0,0,0,0,0,0,0,0,0,0,0.666666667,0.364871666,0,0,1,0.233317779,1,0.083333333,0,0,1,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252873563,0,0,0,0,0,0.144444444
0.322298066,0.203703704,0.25,0.315789474,0.476190476,0.375,0.344827586,0.487451737,0.773195876,0.018429487,0,0,1,0.015957447,0,0,0,0,1,0.130297126,0.666666667,0.188726724,0,0,0,0,1,0.066666667,0,0,0,0,0.5,0.083333333,0.9,0.02,0,0,0,0,0,0,0,0,0.714285714,0.009615385,0,0,0,0,0.137931034,0.235294118,0.000595238,0.233707865,0.044,0.623966942,0.2
0.168031854,0.453703704,0.25,0.105263158,0.19047619,0.11668883,0.155172414,0.13030888,0.793814433,0.008413462,1,0.024523161,0,0,0,0,0,0,1,0.191183634,0.666666667,0.005032713,0,0,0,0,0,0,0,0,1,0.066666667,0.5,0.111111111,0.8,0.03,0,0,0,0,0,0,0.333333333,0.107142857,0,0,0,0,0,0,0.08045977,0,0,0,0,0,0.127777778
0.438452787,0.231481481,0.875,0.736842105,0.380952381,0.790558511,0.413793103,0.721042471,0.721649485,0.22275641,0,0,1,0.106382979,0,0,1,0.102739726,0,0,0.666666667,0.281077001,0,0,1,0.0419972,1,0.1,0,0,1,0.06,0.5,0.166666667,0,0,1,0.3,0,0,0,0,0,0,1,0.115384615,0,0,0.5,0.07,0.328965517,0.294117647,0.000595238,0.375280899,0.048,0.553719008,0.111111111
0.555858931,0.916666667,0.125,0.473684211,0.619047619,0.464760638,0.620689655,0.818532819,0,0.030448718,0,0,0,0,1,0.133333333,0,0,1,0.121773015,0.666666667,0.780070458,0,0,0,0,0,0,0,0,1,0.166666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0.178571429,0,0,0,0,0,0,0.425287356,0.235294118,0.000595238,0.296629213,0.048,0.605371901,0.202777778
0.211831627,0.509259259,0.125,0.263157895,0.19047619,0.355053191,0.206896552,0.324324324,0.587628866,0.198717949,0,0,1,0.00248227,0,0,0,0,1,0.073063809,0.666666667,0.173125315,0,0,0,0,1,0.01,0,0,1,0.006666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195402299,0.235294118,0.000595238,0,0,0,0.516666667
0.555858931,0.916666667,0.125,0.473684211,0.619047619,0.464760638,0.620689655,0.818532819,0,0.014423077,0,0,0,0,0,0,1,0.123287671,1,0.048709206,0.666666667,0.374937091,0,0,0,0,0,0,0,0,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0.071428571,0,0,0,0,0,0,0.195402299,0.176470588,0.00047619,0.265168539,0,0.597107438,0.191111111
0.133333333,0.296296296,0.5,0.157894737,0.238095238,0.231050532,0.137931034,0.109073359,0.845360825,0.006410256,0,0,0,0,0,0,1,0.02739726,1,0.141256698,0.666666667,0.065425264,0,0,0,0,0,0,0,0,1,0.016666667,0.5,0.027777778,0,0,0,0,0,0,0,0,0.333333333,0.178571429,0,0,0,0,0,0,0.08045977,0.294117647,0.000595238,0.271910112,0,0.460743802,0.049444444
0.133333333,0.296296296,0.5,0.157894737,0.238095238,0.231050532,0.137931034,0.109073359,0.845360825,0.008012821,0,0,0,0,0,0,1,0.034246575,0,0,0.666666667,0.088072471,0,0,0,0,0,0,0.5,0.179012346,1,0.033333333,0.5,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08045977,0.352941176,0.000833333,0.523595506,0.052,0.640495868,0.038888889
0.1629124,0.537037037,0.25,0.157894737,0.238095238,0.296210106,0.155172414,0.170849421,0.670103093,0.399038462,0,0,0,0,0,0,0,0,0,0,0.666666667,0.45797685,0,0,0,0,0,0,0,0,1,0.066666667,0.5,0.222222222,0.8,0.08,0,0,0,0,0,0,0,0,1,0.076923077,0,0,0,0,0.425287356,0.352941176,0.000714286,0.217977528,0.044,0.547520661,0.269444444
0.133333333,0.296296296,0.5,0.157894737,0.238095238,0.231050532,0.137931034,0.109073359,0.845360825,0.003205128,0,0,0,0,0,0,1,0.034246575,1,0.19020945,0.666666667,0.025163563,0,0,0,0,0,0,0,0,1,0.033333333,0.5,0.111111111,0,0,0,0,0,0,0,0,0.333333333,0.035714286,0,0,0,0,0,0,0.08045977,0.411764706,0.000952381,0.276404494,0.044,0.739669421,0.071111111
0.26188851,0.601851852,0.125,0.052631579,0.047619048,0.030917553,0.206896552,0.247104247,0.639175258,0.028445513,0,0,0.875,0.914893617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310344828,0,0,0,0,0,0.111111111
0.218202503,0.722222222,0.125,0,0.142857143,0,0.224137931,0.209459459,0.515463918,0.048477564,0,0,0,0,0,0,1,0.054794521,0,0,0.666666667,0.125817816,0,0,0,0,1,0.333333333,0.5,0.325788752,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0.357142857,0,0,0,0,0,0,0.195402299,0.235294118,0.000595238,0.397752809,0.048,0.549586777,0.072222222
0.550625711,0.685185185,0.5,0.578947368,0.380952381,0.60106383,0.551724138,0.418918919,0.463917526,0.008413462,0,0,0,0,0,0,1,0.020547945,1,0.250852411,0.666666667,0.075490689,0,0,0,0,1,0.1,0,0,0,0,0,0,0.9,0.015,0,0,0,0,0,0,0.333333333,0.107142857,0,0,0,0,0,0,0.137931034,0,0,0,0,0,0.236111111
0.303412969,0.314814815,0,0.315789474,0.142857143,0.294547872,0.310344828,0.443050193,0.608247423,0.198717949,0,0,0,0,1,0.555555556,1,0.342465753,1,0.24354603,0.666666667,0.062908908,0,0,0,0,1,0.05,0,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,1,0.192307692,0,0,0,0,0.366666667,0.352941176,0.000952381,0.568539326,0.052,0.733471074,0.211111111
0.280318544,0.805555556,0,0.052631579,0.285714286,0.010970745,0.327586207,0.304054054,0.412371134,0.048477564,0,0,0,0,1,0.166666667,0,0,1,0.224062348,0.666666667,0.150981379,0,0,0,0,1,0.133333333,0,0,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0.071428571,0,0,0,0,0,0,0.195402299,0.294117647,0.000714286,0.26741573,0.044,0.491735537,0.181111111
0.108304892,0.296296296,0.25,0.157894737,0.142857143,0.184175532,0.086206897,0.125482625,0.917525773,0.048477564,0,0,0,0,0,0,0,0,1,0.301997077,0.666666667,0.075490689,0.5,0.023730422,0,0,1,0.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0.333333333,0.071428571,0,0,0,0,0,0,0.186206897,0.235294118,0.000595238,0.370786517,0.048,0.611570248,0.305555556
0.218202503,0.722222222,0.125,0,0.142857143,0,0.224137931,0.209459459,0.515463918,0.048477564,0,0,1,0.021276596,0,0,0,0,0,0,0.666666667,0.125817816,0,0,0,0,1,0.333333333,0.5,0.332647462,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0.357142857,0,0,0,0,0,0,0.195402299,0.294117647,0.000595238,0.319101124,0.048,0.497933884,0.127777778
0.188054608,0.472222222,0.25,0.105263158,0.238095238,0.18018617,0.206896552,0.251930502,0.824742268,0.008413462,0,0,0,0,0,0,0,0,1,0.114466634,0.666666667,0.075490689,0.5,0.037968676,1,0.034997667,1,0.016666667,0,0,1,0.033333333,0.5,0.027777778,0,0,0,0,0,0,0,0,0.333333333,0.017857143,0,0,0,0,0,0,0.08045977,0.294117647,0.000714286,0.235955056,0.044,0.448347107,0.083333333
0.555858931,0.916666667,0.125,0.473684211,0.619047619,0.464760638,0.620689655,0.818532819,0,0.014423077,0,0,0,0,0,0,1,0.054794521,1,0.060886508,0.666666667,0.387518873,0,0,0,0,0,0,0,0,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0.071428571,0,0,0,0,0,0,0.195402299,0.176470588,0.00047619,0.265168539,0.044,0.597107438,0.191111111
0.555858931,0.916666667,0.125,0.473684211,0.619047619,0.464760638,0.620689655,0.818532819,0,0.014423077,0,0,0,0,0,0,1,0.068493151,1,0.060886508,0.666666667,0.38248616,0,0,0,0,0,0,0,0,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0.071428571,0,0,0,0,0,0,0.195402299,0.176470588,0.00047619,0.197752809,0.044,0.611570248,0.162777778
0.164050057,0.287037037,0.375,0.157894737,0.380952381,0.270611702,0.172413793,0.143822394,0.886597938,0.048477564,0,0,0,0,1,0.022222222,1,0.02739726,1,0.197272284,0.666666667,0.075490689,0,0,0,0,0,0,0,0,1,0.066666667,0.5,0.083333333,0,0,0,0,0,0,0,0,0.333333333,0.107142857,0,0,0,0,0,0,0.137931034,0.235294118,0.000595238,0.276404494,0.044,0.537190083,0.177777778
0.346302617,0.425925926,0.125,0.315789474,0.047619048,0.116023936,0.137931034,0.126447876,0.639175258,0.004407051,1,0.021798365,0,0,0,0,0,0,1,0.189965904,0.666666667,0.012581782,0,0,0,0,0,0,0,0,1,0.066666667,0.5,0.111111111,0.8,0.03,0,0,0,0,0,0,0.333333333,0.107142857,0,0,0,0,0,0,0.08045977,0.411764706,0.000952381,0.276404494,0.044,0.661157025,0.155555556
0.385551763,0.722222222,0.125,0.263157895,0.380952381,0.247672872,0.379310345,0.397683398,0.350515464,0.048477564,0,0,0,0,1,0.133333333,0,0,1,0.362883585,0.666666667,0.130850528,0,0,0,0,1,0.066666667,0,0,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0.285714286,0,0,0,0,0,0,0.252873563,0.294117647,0.000714286,0.346067416,0.048,0.396694215,0.138888889
0.28930603,0.462962963,0.625,0.315789474,0.285714286,0.474734043,0.310344828,0.305019305,0.721649485,0.018429487,0,0,0,0,0,0,1,0.102739726,1,0.228933268,0,0,0,0,1,0.034997667,1,0.133333333,0,0,1,0.066666667,0,0,0,0,0,0,0,0,1,0.055555556,0.333333333,0.267857143,0,0,0,0,0,0,0.137931034,0,0,0,0,0,0.287222222
0.345620023,0.62962963,0.25,0.105263158,0.238095238,0.215093085,0.362068966,0.522200772,0.505154639,0.018429487,0,0,1,0.063829787,1,0.2,0,0,0,0,0,0,0,0,0,0,1,0.2,0.5,0.840192044,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310344828,0,0,0,0,0,0.177777778
0.446530148,0.907407407,0.125,0.157894737,0.333333333,0.231715426,0.517241379,0.692084942,0.092783505,0.078525641,0,0,0,0,1,0.083333333,1,0.02739726,1,0.208231856,0.666666667,0.256668344,0,0,0,0,0,0,0,0,1,0.1,0,0,0,0,0,0,0,0,1,0.016666667,0.333333333,0.178571429,0,0,0,0,0,0,0.252873563,0.294117647,0.000714286,0.364044944,0,0.646694215,0.161111111
0.264050057,0.666666667,0.25,0.210526316,0.333333333,0.240691489,0.24137931,0.286679537,0.546391753,0.198717949,0,0,0.75,0.024822695,0,0,0,0,0,0,0.666666667,0.251635632,0,0,0,0,0,0,0.5,0.466392318,1,0.233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367816092,0.235294118,0.000595238,0.328089888,0.048,0.493801653,0.238888889
0.133333333,0.296296296,0.5,0.157894737,0.238095238,0.231050532,0.137931034,0.109073359,0.845360825,0.002403846,0,0,1,0.028368794,0,0,0,0,1,0.411592791,0.666666667,0.030196276,0,0,0,0,1,0.066666667,0,0,0,0,0,0,0.9,0.02,0,0,0,0,0,0,0,0,1,0.096153846,0,0,0,0,0.195402299,0,0,0,0,0,0.533333333
0.55301479,1,0.125,0.210526316,0.571428571,0.317154255,0.568965517,0.756756757,0.113402062,0.008814103,0,0,0,0,0,0,1,0.046575342,0,0,0.666666667,0.334927026,0,0,0,0,0,0,0,0,1,0.076666667,0,0,0,0,0,0,1,0.100555556,0,0,0.333333333,0.082142857,0,0,0,0,0,0,0.16091954,0,0,0,0,0,0.194444444
0.211831627,0.509259259,0.125,0.263157895,0.19047619,0.355053191,0.206896552,0.324324324,0.587628866,0.098557692,0,0,0,0,0,0,1,0.342465753,0,0,0.666666667,0.364871666,0,0,0,0,1,0.083333333,0,0,1,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252873563,0,0,0,0,0,0.433333333
0.108304892,0.296296296,0.25,0.157894737,0.142857143,0.184175532,0.086206897,0.125482625,0.917525773,0.048477564,0,0,0,0,1,0.055555556,0,0,1,0.297126157,0.666666667,0.100654253,0,0,0,0,1,0.1,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0.333333333,0.071428571,0,0,0,0,0,0,0.195402299,0.235294118,0.000595238,0.395505618,0.048,0.642561983,0.266666667
0.473265074,0.787037037,0.5,0.210526316,0.476190476,0.258643617,0.5,0.544401544,0.360824742,0.05849359,0,0,0.75,0.053191489,0,0,0,0,1,0.336093522,0.666666667,0.226472068,0,0,0,0,1,0.2,0,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.288461538,0,0,0,0,0.310344828,0.352941176,0.000833333,0.242696629,0.968,0.022727273,0.172222222
0.218202503,0.518518519,0.25,0.105263158,0.238095238,0.098071809,0.206896552,0.159266409,0.742268041,0.054887821,0,0,0,0,0,0,1,0.020547945,0,0,0.666666667,0.238550579,0,0,0,0,1,0.4,0,0,1,0.133333333,0,0,0,0,0,0,0,0,0,0,0.333333333,0.178571429,0,0,0,0,0,0,0.137931034,0,0,0,0,0,0.408888889
0.352104664,0.398148148,0.125,0.315789474,0.523809524,0.335106383,0.362068966,0.439189189,0.75257732,0.018429487,0,0,0,0,1,0.066666667,0,0,1,0.048709206,0.666666667,0.226472068,0,0,0,0,1,0.333333333,0.5,0.178326475,1,0.066666667,0,0,0,0,0,0,0,0,0,0,0.333333333,0.357142857,0,0,0,0,0,0,0.195402299,0.411764706,0.001071429,0.449438202,0.052,0.607438017,0.222222222
0.386461889,0.537037037,0.375,0.210526316,0.380952381,0.165558511,0.344827586,0.317567568,0.649484536,0.018429487,0,0,0,0,0,0,1,0.068493151,1,0.39941549,0,0,0,0,0,0,1,0.066666667,0,0,1,0.066666667,0.5,0.111111111,0,0,0,0,0,0,0,0,0.333333333,0.142857143,0,0,0,0,0,0,0.195402299,0,0,0,0,0,0.15
