Molecular Weight( g/mol),XLogP3-AA,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotational bond count,Topological surface area( A^2),Heavy atom count,Complexity,LogS,DOSE,Microcrystalline Cellulose (Avicel),Mannitol,Magnesium Stearate,Talc,Weight(mg),"Bulk Density
(g/cc , gm/ml , gm/cm³) (Mean)","Tapped Density
(g/cc , gm/ml , gm/cm³) (Mean)","Carr’s Compressibility Index
(%) (Mean)",Hausner Ratio (Mean),Angle of Repose (°) (Mean),Sodium croscarmellose,Aspartame,Hydroxypropyl Cellulose (HPC),Gum,Chitosan,Sodium saccharin,Sodium lauryl sulfate(SLS),Sodium stearyl fumarate ,Polyvinylpyrrolidone (Crospovidone),Sodium starch glycolate,polyvinyl acetate,Lactose,Colloidal silicon dioxide (Aerosil),Citric acid,Menthol,B-cyclodextrin,Stevia leaf Powder ,Clove oil ,Starch,sodium bicarbonate (NaHCO3),Plantago ovata,Pharmaburst,parteck,Polyethylene Glycol,Eudragit EPO,Precirol,acesulfame potassium,Polacrilin Potassium,Acryflow-L,Indion,Lubritose,Sucralose,Silicon dioxide,Neotame,Sucrose,Ocimum sanctum seed powder,Agar,Calcium carbonate,Sodium Saccharine ,Prosolv ODT,Cellactose,Quinoline yellow lake,Aerosol,Sodium behenate,dibasic calcium phosphate,Mucilage powder,GNSP,Ludipress,Kaolin,Methyl paraben,Camphor,CPE,DISINTEGRATION_TIME
0.332836485,0.710037175,0.125,0.263157895,0.636363636,0.179521277,0.310810811,0.366795367,0.514047867,0.268903355,0.161046804,0.202167824,0.1,0.033333333,0.313501144,0.338554217,0.001010714,0.759550562,0.060491948,0.765799257,0.133333333,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0.274182621,0.204460967,0.25,0.315789474,0.454545455,0.375,0.27027027,0.487451737,0.7710718,0.018527792,0.188726724,0.130312995,0,0.066666667,0.14187643,0.259036145,0.000571429,0.233932584,0.044467591,0.623296159,0,0,0,0,0,0,0,0.074074074,0,0.045,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0.180210612,0.511152416,0.125,0.263157895,0.181818182,0.355053191,0.162162162,0.324324324,0.592091571,0.198798197,0,0.22896115,0.1,0.1,0.313501144,0,0,0,0,0,0.444444444,0.214285714,0,0,0,0,0,0,0,0.1,0,0.150891632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0.430689715,0.440520446,0.375,0.473684211,0.5,0.53125,0.391891892,0.691119691,0.662851197,0.018527792,0.060392552,0.121787846,0.033333333,0.033333333,0.084668192,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0.056176078,0.269516729,0.125,0.105263158,0,0.21974734,0.054054054,0.147683398,0.964620187,0.198798197,0.659285355,0.024357569,0.266666667,0.266666667,0.42791762,0.114457831,0.000261905,0.341573034,0.046070026,0.693721603,0,0,0,0,0,0,0,0,0.082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0.056176078,0.269516729,0.125,0.105263158,0,0.21974734,0.054054054,0.147683398,0.964620187,0.198798197,0.639154504,0.024357569,0.266666667,0.266666667,0.42791762,0.114457831,0.00025,0.255280899,0.0448682,0.69330855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093327112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0.221403821,0.55204461,0.375,0.315789474,0.409090909,0.361702128,0.175675676,0.224903475,0.715920916,0.298948423,0,0,0,0,0.256292906,0,0,0,0,0,0.444444444,0,0,0,0,0.5,0,0,0,0,0,0.178326475,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0,0.232342007,0.125,0.052631579,0.045454545,0.175531915,0,0,0.995837669,0.198798197,0.125817816,0.207039337,0.083333333,0.083333333,0.256292906,0.275903614,0.000629762,0.234157303,0.046070026,0.541718298,0,0.089285714,0,0,0,0,0,0,0.051369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0.430689715,0.440520446,0.375,0.473684211,0.5,0.53125,0.391891892,0.691119691,0.662851197,0.018527792,0.226472068,0.104737547,0,0,0.14187643,0.355421687,0.000809524,0.297303371,0.046070026,0.565468815,0,0,0,0,0,0.1,0,0,0,0.02,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36
0.142908303,0.458178439,0.25,0.105263158,0.181818182,0.11668883,0.121621622,0.13030888,0.791883455,0.008512769,0.012581782,0.188771161,0.066666667,0,0.084668192,0,0,0,0,0,0,0.107142857,0,0,0,0,0.166666667,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0.294595327,0.422862454,0.125,0.315789474,0.045454545,0.116023936,0.108108108,0.126447876,0.635796046,0.00450676,0.018872672,0.186335404,0.066666667,0,0.084668192,0.421686747,0.000952381,0.280898876,0.045669418,0.681536555,0,0.107142857,0,0,0,0,0.166666667,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0.379875723,0.910780669,0.125,0.157894737,0.318181818,0.231715426,0.405405405,0.692084942,0.086368366,0.078617927,0.256668344,0.208257216,0.1,0,0.256292906,0.309638554,0.000727381,0.356853933,0,0.635068154,0,0.178571429,0,0,0,0,0,0,0.053082192,0.0375,0,0,0,0,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0.328771366,0.535315985,0.375,0.210526316,0.363636364,0.165558511,0.27027027,0.317567568,0.651404787,0.018527792,0,0.411642918,0.066666667,0.066666667,0.199084668,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0.05,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0.277957374,0.598513011,0.25,0.157894737,0.318181818,0.134973404,0.243243243,0.301158301,0.597294485,0.018527792,0.181177655,0,0.033333333,0,0.084668192,0.277108434,0.000714286,0.542247191,0.05207916,0.529533251,0,0,0,0,0,0.2,0,0,0.034246575,0.05,0,0,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
0.184169264,0.539033457,0.125,0.157894737,0.045454545,0.185837766,0.175675676,0.306949807,0.66805411,0.008512769,0.051585304,0.048715138,0.033333333,0,0.027459954,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0.02,0,0,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.1
0.472889526,0.920074349,0.125,0.473684211,0.590909091,0.464760638,0.486486486,0.818532819,0,0.030545819,0.780070458,0.121787846,0.166666667,0,0.42791762,0.240963855,0.00054881,0.297303371,0.046070026,0.604915324,0.133333333,0.178571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.54
0.238467644,0.808550186,0,0.052631579,0.272727273,0.010970745,0.256756757,0.304054054,0.41207076,0.048572859,0.150981379,0.211910851,0.066666667,0.133333333,0.199084668,0.301204819,0.000678571,0.275955056,0,0.485130112,0.222222222,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6
0.238467644,0.808550186,0,0.052631579,0.272727273,0.010970745,0.256756757,0.304054054,0.41207076,0.048572859,0.150981379,0.211910851,0.066666667,0.133333333,0.199084668,0.301204819,0.000678571,0.275955056,0.045669418,0.485130112,0.222222222,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6
0.125970305,0.427509294,0.125,0.052631579,0,0.200132979,0.135135135,0.258687259,0.731529657,0.198798197,0,0.365363537,0.1,0,0.297482838,0.451807229,0.000964286,0,0,0.533870302,0,0,0,0,0,0,1,0,0.102739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.66
0.264019822,0.498141264,0.25,0.210526316,0.409090909,0.188829787,0.243243243,0.286679537,0.694068678,0.098647972,0,0,0.05,0,0.14187643,0,0,0,0,0,0,0.160714286,0,0,0,0,0,0,0.082191781,0.12,0,0.234910837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8
0.246113939,0.466542751,0.625,0.315789474,0.272727273,0.474734043,0.243243243,0.305019305,0.728407908,0.018527792,0.145948666,0.048715138,0.033333333,0,0.084668192,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0.054794521,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.83
0.472889526,0.920074349,0.125,0.473684211,0.590909091,0.464760638,0.486486486,0.818532819,0,0.030545819,0.780070458,0.121787846,0.166666667,0,0.42791762,0.221686747,0.00050119,0.282696629,0.045669418,0.571871128,0,0.178571429,0,0,0,0,0,0,0.082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.95
0.328771366,0.535315985,0.375,0.210526316,0.363636364,0.165558511,0.27027027,0.317567568,0.651404787,0.008512769,0.005032713,0.428693216,0,0.066666667,0.199084668,0,0,0,0,0,0,0,0,0,0,0.5,0,0.074074074,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.165779438,0.483271375,0,0.052631579,0.090909091,0.121675532,0.175675676,0.314671815,0.632674298,0.014521783,0.885757423,0,0.133333333,0.133333333,0.42791762,0.314457831,0.000777381,0.449438202,0.050076116,0.669351508,0,0,0,0,0,0,0,0,0.054794521,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.028107397,0.31598513,0.25,0.052631579,0.045454545,0.153257979,0.027027027,0.024131274,0.935483871,0.649474211,0.284348264,0,0.066666667,0,0.542334096,0.26186747,0.00066131,0.488539326,0.050877334,0.64456836,0,0,0,0,0,0,0,0,0.136986301,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.850752047,0.492565056,0.5,1,0.818181818,1,0.783783784,0.624517375,0.563995838,0.038557837,0,0,0.1,0.1,0.199084668,0.444578313,0.001025,0.35505618,0.046470635,0.528707146,0,0,0,0,0,0.4,0,0,0,0.08,0,0.445816187,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.260729011,0.403345725,0.25,0.210526316,0.272727273,0.278590426,0.27027027,0.287644788,0.765868887,0.018527792,0.295671867,0,0.05,0,0.14187643,0.210843373,0.000464286,0.214157303,0.044066982,0.607187113,0,0.053571429,0,0,0,0,0,0,0.061643836,0,0,0,0.083333333,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.168102364,0.55204461,0.375,0.105263158,0.272727273,0.127327128,0.148648649,0.138030888,0.714880333,0.078617927,0,0.216782365,0.2,0.2,0.199084668,0.327108434,0.000820238,0.474382022,0.050476725,0.546261875,0,0.357142857,0,0,0,0,0.222222222,0,0,0.2,0,0,0,0.5,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.092113668,0.29739777,0.25,0.157894737,0.136363636,0.184175532,0.067567568,0.125482625,0.925078044,0.048572859,0.176144942,0.224089636,0.1,0.1,0.199084668,0.263253012,0.00062619,0.380224719,0.048073071,0.627839736,0,0.071428571,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.527091117,0.412639405,0.625,0.736842105,0.545454545,0.820478723,0.5,0.922779923,0.578563996,0.048572859,0.011323603,0,0.008333333,0.008333333,0.027459954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068587106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.189686212,0.594795539,0.125,0.105263158,0.181818182,0.162898936,0.148648649,0.189189189,0.607700312,0.098647972,0.216406643,0.121787846,0.1,0.1,0.199084668,0,0,0,0,0,0.088888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.327997058,0.720260223,0.125,0.263157895,0.363636364,0.247672872,0.297297297,0.397683398,0.346514048,0.048572859,0.113236034,0.187553282,0.1,0.066666667,0.196796339,0.307228916,0.000690476,0.271011236,0.045268809,0.536348616,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.379875723,0.910780669,0.125,0.157894737,0.318181818,0.231715426,0.405405405,0.692084942,0.086368366,0.018527792,0.125817816,0.073681647,0.1,0,0.084668192,0.315662651,0.000739286,0.351011236,0.047472158,0.663362247,0.041666667,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.430689715,0.440520446,0.375,0.473684211,0.5,0.53125,0.391891892,0.691119691,0.662851197,0.018527792,0.065425264,0.121787846,0.033333333,0.033333333,0.084668192,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.202462301,0.557620818,0.25,0.263157895,0.090909091,0.348404255,0.189189189,0.47972973,0.560874089,0.198798197,0.64921993,0.024357569,0.333333333,0.333333333,0.42791762,0.114457831,0.00027381,0.273932584,0.044467591,0.700536968,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.124053892,0.29739777,0.25,0.105263158,0.272727273,0.213430851,0.121621622,0.155405405,0.894901145,0.098647972,0.025163563,0.26793326,0.066666667,0.133333333,0.199084668,0.259036145,0.000619048,0.335280899,0,0.572903759,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093327112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.113426508,0.29739777,0.5,0.157894737,0.227272727,0.231050532,0.108108108,0.109073359,0.850156087,0.006509765,0.085556115,0.126659359,0.006666667,0.033333333,0.079176201,0.215662651,0.000453571,0.142606742,0.04262479,0.508261049,0.044444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.136742872,0.687732342,0.125,0,0.136363636,0.029255319,0.148648649,0.186293436,0.535900104,0.018527792,0.070457977,0.109609061,0.006666667,0,0.084668192,0.210843373,0.00047619,0.408314607,0.049675507,0.565881867,0,0,0,0,0,0,0,0,0.102739726,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0.118217542,0.659851301,0.125,0.105263158,0.136363636,0.113364362,0.121621622,0.166023166,0.643080125,0.198798197,0,0,0,0,0.15876087,0,0,0.41011236,0.048874289,0.775505989,0.014188889,0.060714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336767512,0,0,0,0,37
0.208463191,0.213754647,0.5,0.368421053,0.318181818,0.780585106,0.148648649,0.342664093,0.814776275,0.038557837,0,0,0.166666667,0.166666667,0.256292906,0.427710843,0.001047619,0.433932584,0.049274898,0.691862867,0,0.178571429,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139990667,0.972222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.15
0.472889526,0.920074349,0.125,0.473684211,0.590909091,0.464760638,0.486486486,0.818532819,0,0.030545819,0.770005033,0.121787846,0.166666667,0,0.42791762,0.210843373,0.000446429,0.149662921,0.042865155,0.548533664,0,0.178571429,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.27
0.622137478,0.479553903,0.5,0.473684211,0.409090909,0.621010638,0.635135135,0.421814672,0.665972945,0.008512769,0.201308505,0,0.033333333,0.1,0.115560641,0.259036145,0.000559524,0.191235955,0.043666373,0.619578686,0,0.071428571,0,0,0,0,0,0,0,0.35,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.41
0.246113939,0.466542751,0.625,0.315789474,0.272727273,0.474734043,0.243243243,0.305019305,0.728407908,0.018527792,0.145948666,0.048715138,0.033333333,0,0.084668192,0,0,0,0,0,0.088888889,0.035714286,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.47
0.229079154,0.576208178,0,0.157894737,0.136363636,0.216422872,0.202702703,0.386100386,0.454734651,0.118678017,0.188726724,0,0.1,0.2,0.313501144,0.307228916,0.000642857,0.124719101,0.042063937,0.516315572,0,0,0,0,0,0.6,0,0,0,0,0,0.504115226,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.49
0.332836485,0.710037175,0.125,0.263157895,0.636363636,0.179521277,0.310810811,0.366795367,0.514047867,0.268903355,0.176144942,0.202167824,0.1,0.033333333,0.313501144,0.181325301,0.000388095,0.172134831,0.043265764,0.603056588,0,0,0,0,0,0.2,0,0,0.04109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5
0.402621034,0.789962825,0.5,0.210526316,0.454545455,0.258643617,0.391891892,0.544401544,0.359001041,0.058587882,0.091847006,0.16563147,0.066666667,0,0.14187643,0.468072289,0.001077381,0.319325843,0.046470635,0.733787691,0.05,0.25,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.53
0.402621034,0.789962825,0.5,0.210526316,0.454545455,0.258643617,0.391891892,0.544401544,0.359001041,0.058587882,0.09562154,0.16563147,0.066666667,0,0.14187643,0.454819277,0.001057143,0.337078652,0.046871244,0.707971912,0,0.25,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.58
0.125970305,0.427509294,0.125,0.052631579,0,0.200132979,0.135135135,0.258687259,0.731529657,0.198798197,0,0.365363537,0.1,0,0.290617849,0.445783133,0.000952381,0,0,0.531598513,0,0,0,0,0,0,0.666666667,0,0.102739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.87
0.402621034,0.789962825,0.5,0.210526316,0.454545455,0.258643617,0.391891892,0.544401544,0.359001041,0.058587882,0.14343231,0.002435757,0.066666667,0.066666667,0.084668192,0.421686747,0.00097619,0.328764045,0.046871244,0.426889715,0,0,0,0,0,0,0,0,0,0.06,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0.422462688,0.62267658,0.25,0.473684211,0.5,0.501329787,0.432432432,0.825289575,0.265348595,0.038557837,0.125817816,0.024357569,0.066666667,0.333333333,0.199084668,0.53313253,0.001266667,0.417977528,0,0.588599752,0,0,0,0,0,0,0,0,0.04109589,0,0,0.349794239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0.092113668,0.29739777,0.25,0.157894737,0.136363636,0.184175532,0.067567568,0.125482625,0.925078044,0.048572859,0.100654253,0.284983559,0.1,0.1,0.199084668,0.260240964,0.000642857,0.449438202,0.050076116,0.612763321,0,0.071428571,0,0,0,0,0,0,0.068493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0.092113668,0.29739777,0.25,0.157894737,0.136363636,0.184175532,0.067567568,0.125482625,0.925078044,0.048572859,0.100654253,0.291072951,0.1,0.1,0.199084668,0.262048193,0.000621429,0.374606742,0.048073071,0.612763321,0,0.071428571,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0.527091117,0.412639405,0.625,0.736842105,0.545454545,0.820478723,0.5,0.922779923,0.578563996,0.27987982,0,0.153330898,0.266666667,0.2,0.656750572,0.319277108,0.000738095,0.321573034,0.046470635,0.619578686,0,1,0,0,0,0,0,0,0.293493151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0.332836485,0.710037175,0.125,0.263157895,0.636363636,0.179521277,0.310810811,0.366795367,0.514047867,0.268903355,0.161046804,0.202167824,0.1,0.033333333,0.313501144,0.192771084,0.000416667,0.19258427,0.043666373,0.644361834,0,0,0,0,0,0.2,0,0,0.082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0.294024275,0.63197026,0.25,0.105263158,0.227272727,0.215093085,0.283783784,0.522200772,0.505723205,0.018527792,0,0,0.1,0.2,0.313501144,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.12,0,0.871056241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0.402621034,0.789962825,0.5,0.210526316,0.454545455,0.258643617,0.391891892,0.544401544,0.359001041,0.058587882,0.14343231,0.002435757,0.066666667,0.066666667,0.084668192,0.421686747,0.00097619,0.328764045,0.046871244,0.426889715,0,0,0,0,0,0,0,0,0,0.06,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0.379875723,0.910780669,0.125,0.157894737,0.318181818,0.231715426,0.405405405,0.692084942,0.086368366,0.018527792,0.125817816,0.07063695,0.1,0,0.084668192,0.310240964,0.000735714,0.374382022,0.048073071,0.621643949,0,0,0,0,0,0,0.055555556,0,0,0.05,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0.274182621,0.204460967,0.25,0.315789474,0.454545455,0.375,0.27027027,0.487451737,0.7710718,0.018527792,0.188726724,0.130312995,0,0.066666667,0.14187643,0.337349398,0.00077381,0.311011236,0.046470635,0.547501033,0.05,0,0,0,0,0,0,0.074074074,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0.056176078,0.269516729,0.125,0.105263158,0,0.21974734,0.054054054,0.147683398,0.964620187,0.198798197,0.659285355,0.024357569,0.266666667,0.266666667,0.42791762,0.114457831,0.000261905,0.306966292,0.046070026,0.692069393,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
