Molecular Weight( g/mol),XLogP3-AA,Hydrogen Bond Donor Count,Hydrogen Bond Acceptor Count,Rotational bond count,Topological surface area( A^2),Heavy atom count,Complexity,LogS,DOSE,Microcrystalline Cellulose (Avicel),Mannitol,Magnesium Stearate,Talc,Weight(mg),"Bulk Density
(g/cc , gm/ml , gm/cm³) (Mean)","Tapped Density
(g/cc , gm/ml , gm/cm³) (Mean)","Carr’s Compressibility Index
(%) (Mean)",Hausner Ratio (Mean),Angle of Repose (°) (Mean),Sodium croscarmellose,Aspartame,Hydroxypropyl Cellulose (HPC),Gum,Chitosan,Sodium saccharin,Sodium lauryl sulfate(SLS),Sodium stearyl fumarate ,Polyvinylpyrrolidone (Crospovidone),Sodium starch glycolate,polyvinyl acetate,Lactose,Colloidal silicon dioxide (Aerosil),Citric acid,Menthol,B-cyclodextrin,Stevia leaf Powder ,Clove oil ,Starch,sodium bicarbonate (NaHCO3),Plantago ovata,Pharmaburst,parteck,Polyethylene Glycol,Eudragit EPO,Precirol,acesulfame potassium,Polacrilin Potassium,Acryflow-L,Indion,Lubritose,Sucralose,Silicon dioxide,Neotame,Sucrose,Ocimum sanctum seed powder,Agar,Calcium carbonate,Sodium Saccharine ,Prosolv ODT,Cellactose,Quinoline yellow lake,Aerosol,Sodium behenate,dibasic calcium phosphate,Mucilage powder,GNSP,Ludipress,Kaolin,Methyl paraben,Camphor,CPE,DISINTEGRATION_TIME
0.194816005,0.408921933,0.25,0.157894737,0.136363636,0.278257979,0.175675676,0.36969112,0.618106139,0.158738107,0.263588324,0.091340884,0.020833333,0.020833333,0.256292906,0.355421687,0.000833333,0.351505618,0.047472158,0.556794713,0.111111111,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.159933409,0.473977695,0.25,0.105263158,0.227272727,0.18018617,0.162162162,0.251930502,0.82830385,0.008512769,0.046049321,0,0.05,0,0.118993135,0.25060241,0.000565476,0.279550562,0.045268809,0.527467988,0,0.071428571,0,0,0,0,0,0,0,0.052,0,0.332647462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.340966724,0.69330855,0.375,0.578947368,0.318181818,0.31150266,0.310810811,0.402509653,0.501560874,0.198798197,0.308253649,0,0.125,0.125,0.256292906,0.257228916,0.000556667,0.195101124,0.043870683,0.584262701,0.052111111,0,0,0,0,0.125,0,0,0.09630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.340966724,0.69330855,0.375,0.578947368,0.318181818,0.31150266,0.310810811,0.402509653,0.501560874,0.198798197,0.308253649,0,0.125,0.125,0.256292906,0.239337349,0.000551548,0.319775281,0.046711001,0.602850062,0.041666667,0,0,0,0,0.125,0,0,0.102739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.098811437,0.195167286,0.25,0.157894737,0.090909091,0.251662234,0.094594595,0.264478764,0.952133195,0.078617927,0.106945143,0,0.016666667,0.066666667,0.084668192,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.098811437,0.195167286,0.25,0.157894737,0.090909091,0.251662234,0.094594595,0.264478764,0.952133195,0.078617927,0.106945143,0,0.016666667,0.066666667,0.084668192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068493151,0,0,0,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.098811437,0.195167286,0.25,0.157894737,0.090909091,0.251662234,0.094594595,0.264478764,0.952133195,0.078617927,0.094363362,0,0.016666667,0.066666667,0.084668192,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102739726,0,0,0,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.098811437,0.195167286,0.25,0.157894737,0.090909091,0.251662234,0.094594595,0.264478764,0.952133195,0.078617927,0.08178158,0,0.016666667,0.066666667,0.084668192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.098811437,0.195167286,0.25,0.157894737,0.090909091,0.251662234,0.094594595,0.264478764,0.952133195,0.078617927,0.088072471,0,0.033333333,0.066666667,0.14187643,0,0,0,0,0,0,0.714285714,0,0,0,0,0,0,0.136986301,0,0,0,0.277777778,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.185621092,0.524163569,0.25,0.105263158,0.227272727,0.098071809,0.162162162,0.159266409,0.74817898,0.098647972,0.085556115,0.129095116,0.066666667,0.066666667,0.199084668,0.228915663,0.000559524,0.432359551,0.051678551,0.561957869,0,0.714285714,0,0,0,0.5,0,0,0.136986301,0,0,0,0.277777778,0,0,0,0,0,0.018665422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.327997058,0.720260223,0.125,0.263157895,0.363636364,0.247672872,0.297297297,0.397683398,0.346514048,0.048572859,0.130850528,0.36292778,0.066666667,0.066666667,0.256292906,0.319277108,0.000690476,0.346067416,0.04847368,0.396530359,0.133333333,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.260729011,0.403345725,0.25,0.210526316,0.272727273,0.278590426,0.27027027,0.287644788,0.765868887,0.008512769,0.050327126,0.004871514,0,0.066666667,0.118993135,0.251204819,0.000560714,0.251685393,0.041663328,0.590665014,0,0,0,0,0,0,0,0,0.034246575,0.05,0,0.308641975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.222787898,0.600371747,0.125,0.052631579,0.045454545,0.030917553,0.162162162,0.247104247,0.64516129,0.028542814,0,0,0,0,0.313501144,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914893617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.222787898,0.600371747,0.125,0.052631579,0.045454545,0.030917553,0.162162162,0.247104247,0.64516129,0.028542814,0,0,0.77,0,0.313501144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.327997058,0.720260223,0.125,0.263157895,0.363636364,0.247672872,0.297297297,0.397683398,0.346514048,0.098647972,0.196275793,0.13396663,0.033333333,0,0.199084668,0.361445783,0.000869048,0.400179775,0.048714045,0.619785213,0.088888889,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.281441762,0.641263941,0.125,0.210526316,0.181818182,0.244348404,0.256756757,0.443050193,0.44640999,0.038557837,0,0.170502984,0.033333333,0.033333333,0.084668192,0.240963855,0.000609524,0.494382022,0.051277942,0.478934325,0,0,0,0,0,0,0,0,0.020547945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.238467644,0.808550186,0,0.052631579,0.272727273,0.010970745,0.256756757,0.304054054,0.41207076,0.048572859,0.100654253,0,0.066666667,0.133333333,0.199084668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.414951989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.238467644,0.808550186,0,0.052631579,0.272727273,0.010970745,0.256756757,0.304054054,0.41207076,0.048572859,0,0,0.066666667,0.133333333,0.199084668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.5521262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.221403821,0.55204461,0.375,0.315789474,0.409090909,0.361702128,0.175675676,0.224903475,0.715920916,0.298948423,0,0,0,0,0.256292906,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.6,0,0.108024691,0.194444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.209721443,0.353159851,0.375,0.210526316,0.090909091,0.381648936,0.175675676,0.434362934,0.646201873,0.048572859,0.236537494,0.060893923,0.05,0.05,0.14187643,0,0,0.297977528,0.046070026,0.505989261,0,0,0,0,0,0,0,0,0.020547945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.470469812,1,0.125,0.210526316,0.545454545,0.317154255,0.445945946,0.756756757,0.108220604,0.018527792,0.084297937,0.219218122,0,0.05,0.141304348,0.301204819,0.000705952,0.249662921,0.0448682,0.233374639,0,0.053571429,0,0,0,0,0,0.111111111,0.034246575,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.378811049,0.774163569,0.25,0.105263158,0.318181818,0.134973404,0.351351351,0.491312741,0.370447451,0.002503756,0.062908908,0.309341128,0.1,0.133333333,0.173913043,0.240963855,0.000607143,0.00494382,0,0.663981826,0.027777778,0.071428571,0,0,0,0,0,0,0,0,0,0,0.277777778,0,0,0,0,0,0.009332711,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.25811572,0.31598513,0,0.315789474,0.136363636,0.294547872,0.243243243,0.443050193,0.607700312,0.198798197,0.062908908,0.243575691,0.05,0.05,0.340961098,0.355421687,0.000809524,0.293033708,0.046070026,0.670590665,0.277777778,0,0,0,0,1,0,0,0.342465753,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.379875723,0.910780669,0.125,0.157894737,0.318181818,0.231715426,0.405405405,0.692084942,0.086368366,0.078617927,0.256668344,0.208257216,0.1,0,0.256292906,0.315060241,0.00072619,0.336629213,0,0.560512185,0,0.178571429,0,0,0,0,0,0,0.078767123,0,0,0,0,0,0,0.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.226756228,0.62267658,0.125,0.210526316,0.318181818,0.300531915,0.216216216,0.33976834,0.639958377,0.028542814,0.279315551,0.009743028,0.066666667,0.066666667,0.14187643,0.253012048,0.000595238,0.359550562,0.047672462,0.663981826,0,0,0,0,0,0,0,0,0.082191781,0,0,0,0,0,0.1,0,0,0,0.013999067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.328771366,0.535315985,0.375,0.210526316,0.363636364,0.165558511,0.27027027,0.317567568,0.651404787,0.018527792,0,0.387285349,0.066666667,0.066666667,0.199084668,0,0,0,0,0,0.166666667,0.142857143,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.196751776,0.446096654,0.25,0.210526316,0.545454545,0.188829787,0.189189189,0.158301158,0.807492196,0.038557837,0.150981379,0.238704177,0.066666667,0,0.199084668,0.246987952,0.000559524,0.286741573,0.045669418,0.591697646,0,0,0,0,0,0,0,0,0.068493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.140459552,0.269516729,0.25,0.263157895,0.136363636,0.299202128,0.135135135,0.357142857,0.921956296,0.599399099,0.125817816,0.356838388,0.033333333,0,0.542334096,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.187372965,0.492565056,0.125,0.157894737,0.045454545,0.279587766,0.175675676,0.363899614,0.588969823,0.002503756,0,0.07063695,0.066666667,0.066666667,0.14187643,0.331325301,0.00075,0.254606742,0.046070026,0.439694341,0,0,0,0,0,0,0,0,0.273972603,0,0,0.120027435,0,0,0,0,0,0,0.186654223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.136713835,0.511152416,0.125,0.105263158,0.181818182,0.098071809,0.135135135,0.162162162,0.777315297,0.098647972,0,0,0.133333333,0.166666667,0.14187643,0.301204819,0.000797619,0.784269663,0.054082205,0.677819083,0,0,0,0,0,0.6,0,0,0,0,0,0.257201646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,25
0.295572891,0.139405204,0.375,0.526315789,0.318181818,0.6875,0.256756757,0.608108108,0.791883455,0.261291938,0,0,0.116666667,0,0.370709382,0.195783133,0.000591667,0.78058427,0.061373287,0.787277984,0.2,0.5,0,0,0,0,0.291666667,0,0,0,0,0.48542524,0.194444444,0,0,0,0,0,0.097993467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.277957374,0.598513011,0.25,0.157894737,0.318181818,0.134973404,0.243243243,0.301158301,0.597294485,0.018527792,0.188726724,0,0.033333333,0,0.084668192,0.28313253,0.000702381,0.433033708,0.050076116,0.529533251,0.055555556,0,0,0,0,0.2,0,0,0.034246575,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.136713835,0.511152416,0.125,0.105263158,0.181818182,0.098071809,0.135135135,0.162162162,0.777315297,0.098647972,0.102667338,0,0.02,0,0.14187643,0.28253012,0.000667857,0.368314607,0.047672462,0.538207352,0,0.178571429,0,0,0,0,0,0,0.020547945,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.373003736,0.231412639,0.875,0.736842105,0.363636364,0.790558511,0.324324324,0.721042471,0.723204995,0.222834251,0.287191746,0,0.06,0.1,0.313501144,0.237951807,0.000582143,0.429213483,0.049555324,0.520652623,0,0,0,0,0,0.39,0,0,0,0.24,0,0,0.25,0.15,0,0,0,0,0.055996267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25
0.373003736,0.231412639,0.875,0.736842105,0.363636364,0.790558511,0.324324324,0.721042471,0.723204995,0.222834251,0.304554605,0,0.06,0.1,0.313501144,0.262650602,0.000580952,0.242696629,0.044828139,0.539239983,0,0,0,0,0,0.3,0,0,0.164383562,0,0,0,0.25,0.15,0,0,0,0,0.0419972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25
0.180210612,0.511152416,0.125,0.263157895,0.181818182,0.355053191,0.162162162,0.324324324,0.592091571,0.098647972,0.484398591,0,0.083333333,0.083333333,0.256292906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011665889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.180210612,0.511152416,0.125,0.263157895,0.181818182,0.355053191,0.162162162,0.324324324,0.592091571,0.098647972,0.427780574,0,0.083333333,0.083333333,0.256292906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116658889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.192686657,0.492565056,0.25,0.105263158,0.045454545,0.194481383,0.162162162,0.317567568,0.546305931,0.000500751,0.090588827,0,0.05,0.05,0.02173913,0.260240964,0.000628571,0.408539326,0.048874289,0.632796365,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0.184169264,0.539033457,0.125,0.157894737,0.045454545,0.185837766,0.175675676,0.306949807,0.66805411,0.008512769,0.051585304,0.048715138,0.033333333,0,0.027459954,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0.01369863,0,0,0,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.12
0.238467644,0.808550186,0,0.052631579,0.272727273,0.010970745,0.256756757,0.304054054,0.41207076,0.048572859,0.150981379,0.211910851,0.066666667,0.133333333,0.199084668,0.355421687,0.000869048,0.431011236,0,0.64952499,0,0.071428571,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3
0.189686212,0.594795539,0.125,0.105263158,0.181818182,0.162898936,0.148648649,0.189189189,0.607700312,0.098647972,0.030196276,0,0.1,0.133333333,0.199084668,0.253012048,0.000738095,0.304269663,0.050877334,0.5503924,0,0,0,0,0,0,0,0,0.034246575,0,0,0.414951989,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3
0.238467644,0.808550186,0,0.052631579,0.272727273,0.010970745,0.256756757,0.304054054,0.41207076,0.048572859,0.150981379,0.211910851,0.066666667,0.133333333,0.199084668,0.355421687,0.000869048,0.431011236,0.049555324,0.64952499,0,0.071428571,0.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3
0.253663447,0.63197026,0.125,0.210526316,0.272727273,0.20412234,0.216216216,0.482625483,0.53069719,0.018527792,0.201308505,0,0.066666667,0.066666667,0.084668192,0.301204819,0.000690476,0.30988764,0.046470635,0.605947955,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.33
0.430689715,0.440520446,0.375,0.473684211,0.5,0.53125,0.391891892,0.691119691,0.662851197,0.012418628,0.188726724,1,0,0,0.542334096,0,0,0,0,0,0,0,0,0,0,0,0,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.33
0.139588455,0.288104089,0.375,0.157894737,0.363636364,0.270611702,0.135135135,0.143822394,0.889698231,0.023535303,0,0.174156619,0.05,0.016666667,0.084668192,0.250963855,0.000555476,0.253033708,0.045148626,0.520033044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.4,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,25.45
0.113426508,0.29739777,0.5,0.157894737,0.227272727,0.231050532,0.108108108,0.109073359,0.850156087,0.006509765,0.125817816,0.255754476,0.133333333,0.133333333,0.199084668,0.397590361,0.000845238,0.158202247,0.043265764,0.19991739,0.208333333,0,0,0,0,0.8,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.65
0.246113939,0.466542751,0.625,0.315789474,0.272727273,0.474734043,0.243243243,0.305019305,0.728407908,0.018527792,0,0.243575691,0.066666667,0.133333333,0.14187643,0,0,0,0,0,0,0.267857143,0,0,0,0,0,0,0.102739726,0,0,0,0,0,0,0.055555556,0,0,0.006999533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.66
0.468437252,0.691449814,0.5,0.578947368,0.363636364,0.60106383,0.432432432,0.418918919,0.464099896,0.008512769,0.226472068,0.082815735,0,0.1,0.14187643,0,0,0,0,0,0,0.107142857,0,0,0,0,0,0.055555556,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.66
0.159933409,0.473977695,0.25,0.105263158,0.227272727,0.18018617,0.162162162,0.251930502,0.82830385,0.003505258,0.050327126,0.043843624,0.05,0,0.14187643,0.36626506,0.000714286,0.276404494,0.047792645,0.64291615,0.444444444,0,0,0.05,0,1,0,0,0,0,0,0.193758573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8
0.185621092,0.524163569,0.25,0.105263158,0.227272727,0.098071809,0.162162162,0.159266409,0.74817898,0.048572859,0.115752391,0.121787846,0.066666667,0.133333333,0.164759725,0.190361446,0.000521429,0.625842697,0.055284032,0.709004544,0,0.642857143,0,0,0,0,0,0,0,0.15,0,0,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8
0.294024275,0.427509294,0.375,0.368421053,0.363636364,0.361702128,0.27027027,0.383204633,0.70239334,0.003505258,0.088324107,0.350748995,0,0,0.199084668,0,0,0,0,0,0,0,0,0,0,0,0,0.088888889,0.054794521,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.8
0.229079154,0.576208178,0,0.157894737,0.136363636,0.216422872,0.202702703,0.386100386,0.454734651,0.118678017,0.148465023,0,0.066666667,0.1,0.199084668,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0.12,0,0.202331962,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0.22462688,0.669144981,0.25,0.210526316,0.318181818,0.240691489,0.189189189,0.286679537,0.550468262,0.198798197,0.28686462,0.073072707,0.2,0.133333333,0.313501144,0.275903614,0.000654762,0.373033708,0.048073071,0.439900867,0,0.357142857,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0.072126832,0.331784387,0.375,0.157894737,0.045454545,0.201462766,0.054054054,0.034749035,0.859521332,0.098647972,0.198792149,0.121787846,0.066666667,0.066666667,0.199084668,0.192771084,0.000464286,0.403146067,0.046871244,0.538207352,0,0.178571429,0,0,0,0,0,0,0.082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0.165779438,0.483271375,0,0.052631579,0.090909091,0.121675532,0.175675676,0.314671815,0.632674298,0.014521783,0.926019124,0,0.133333333,0.133333333,0.42791762,0.275301205,0.000771429,0.660674157,0.056485859,0.681949608,0,0,0,0,0,0,0,0,0.054794521,0,0,0,0,0,0,0.044444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0.314349871,0.650557621,0.125,0.368421053,0.363636364,0.21775266,0.297297297,0.416023166,0.525494277,0.098647972,0.042778057,0,0.133333333,0.133333333,0.199084668,0.343373494,0.000785714,0.306516854,0,0.610491532,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0.402621034,0.789962825,0.5,0.210526316,0.454545455,0.258643617,0.391891892,0.544401544,0.359001041,0.058587882,0.138399597,0.002435757,0.066666667,0.066666667,0.084668192,0.385542169,0.000857143,0.249662921,0.0448682,0.430400661,0,0,0,0,0,0,0,0,0,0.08,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0.318318202,0.535315985,0.125,0.263157895,0.318181818,0.269946809,0.283783784,0.435328185,0.591050989,0.118678017,0.005032713,0.077944221,0.1,0.1,0.084668192,0.301204819,0.000738095,0.434831461,0.050076116,0.420074349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0.318318202,0.535315985,0.125,0.263157895,0.318181818,0.269946809,0.283783784,0.435328185,0.591050989,0.118678017,0,0.085251492,0,0.1,0.084668192,0.271084337,0.000666667,0.441348315,0.0448682,0.420487402,0,0,0,0,0,0,0,0,0,0,0,0.006858711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0.189008692,0.566914498,0.25,0.105263158,0.272727273,0.210106383,0.189189189,0.269305019,0.733610822,0.118678017,0,0.26793326,0.1,0.066666667,0.239130435,0.56626506,0.001130952,0.339325843,0.047271853,0.611317637,0,0.178571429,0,0,0,0,0,0,0,0.05,0,0.171467764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
